no,pro_id,disciplines,funder,title
356,4df15cca-95f9-47ca-925d-065f8d8ccc0a,['0502'],Research Foundation Flanders,A new way of matching skills and work inside organisations Assessing the viability of intra organisational gig platforms
357,7d3e9845-c879-45eb-9c47-ded9fe35f367,['0508'],Research Foundation Flanders,Growing up in the age of constant connectivity Elucidating the dynamic interplay between preadolescents online practices and their identity development
358,191332ce-33b0-4e1c-98d4-e7355f330314,"['0101', '0102']",Research Foundation Flanders,Connections between edge colorings factors and flows in cubic graphs
359,88ab7ce7-4d5a-4fa8-ad5c-5031b5b7e2b0,"['0103', '0205']",not specific,Design and Characterization of Quantum Devices for Superconducting Qubit Implementation
360,4ad66b29-560f-4790-880b-af6b3744eb0d,"['0207', '0106', '0204']",Flemish Government,Cofunding core facility HTS for SynBio
361,b0b221ea-da96-4ef3-acb5-cf06761cf91f,"['0302', '0305']",Flemish Government,A mucin mRNA isoform based biomarker assay to improve treatment response in patients with inflammatory bowel diseases 
362,08e61e3c-258d-41b1-bbb1-5054f670a290,"['0206', '0202']",European Commission,Adaptive Multi Drug Infusion Control System for General Anesthesia in Major Surgery AMICAS 
363,8903f205-740c-45c5-a51d-8784f33e9ed8,['0306'],not specific,FLASH radiation therapy to improve the therapeutic management of breast cancer by reducing radiation induced skin soft tissue lung and heart toxicities 
364,219b54d9-1f61-4280-884b-ffedb0208898,"['0201', '0203']",Flemish Government,Optimal retrofitting of air distribution systems in nonresidential buildings 
365,2ce7d5b2-47ba-4a4a-80e8-50d0c09b346d,"['0103', '0299', '0301']",Flemish Government,Development of a plasma device for rapid disinfection of contaminated hospital materials Hospital Use Plasma Unit HUP Unit 
366,25f4491f-5b49-4864-be0e-8cfb7bc7d1d0,['0103'],not specific,Damping and stability of slow MHD waves in solar flux tubes
367,216dda72-29e3-4cd0-810c-aa879d7ea105,"['0306', '0303']",Research Foundation Flanders,Paving the way to precision medicine in childhood onset diseases A lifespan perspective on accelerated aging using the epigenetic clock
368,e2275306-03a6-4d54-b627-5fef24af5f70,['0502'],Research Foundation Flanders,Governance of co operative enterprises under pressure A multilevel and holistic approach
369,86ca30c8-7cec-4808-a505-e91d73aa965f,['0504'],not specific,On track with gender 
370,29166746-4ffe-445c-96ac-ff3203a9b334,"['0502', '0504']",not specific,Integration of gender in the Paris Declaration and the Accra Agenda of Action 
371,bf7a563d-6b18-4bfb-a5de-6b1be42e72de,"['0101', '0103']",Research Foundation Flanders,The micromechanics of DNA
372,dc0ba50d-80cc-4ab4-904b-555840897703,['0507'],not specific,ERANET COOLSCHOOLS Realizing potentials of nature based climate shelters in school environments for urban transformation
373,67d4f3a3-c767-4476-9224-77e06c73be9a,['0103'],not specific,Search for low charge particles with the CMS and the milliQan experiments at CERN 
374,1cdcf246-b2a3-42bf-990c-36d4d29063e3,['0505'],not specific,PLOT Evaluation of Title Articles to of the Law of June containing various provisions on civil law and provisions for the promotion of alternative forms of dispute resolution with a view to elaborating Lot 
375,43ee326e-6954-4b3b-92ba-f63fd99f9333,['0203'],not specific,ICON Project OPTIMESH
376,1243cd2c-39a7-46f8-8d8c-de5443fc978d,"['0106', '0199']",not specific,The cyanobacterium Limnospira carbohydrates production photosynthetic activity and biomass harvesting
377,42448095-1a11-4944-9169-2f12b31c4d07,"['0203', '0205']",not specific,Towards robust dissimilar joining and overall process monitoring in resistance welding
378,74460320-4199-43ec-9c8e-5904b2cabaf2,"['0205', '0206', '0207', '0106', '0301', '0306']",Research Foundation Flanders,Development of a new therapeutic strategy for the treatment of MLL rearranged acute leukemia
379,80c4092d-4d2b-4644-abcb-eb2415be0030,['0106'],Research Foundation Flanders,Elucidation of the molecular mechanisms by which the phytohormone jasmonate triggers the concurrent remodeling of the plant endoplasmic reticulum and reprogramming of plant metabolism 
380,2a7b9cfd-ce61-4996-9b7e-bcc685b39d94,['0301'],Research Foundation Flanders,Investigating the role of astrocytes and noradrenaline as critical regulators of neuronal circuit excitability 
381,4d0faf6e-5a68-4711-83e1-e65935ce96b8,"['0301', '0306']",Flemish Government,Elucidating the role of the Respiratory Syncytial Virus RSV peptideand N glycans in this peptide in protein structure and protective antibody responses 
382,f6e3f341-f76e-49f3-bfab-2ce298092495,['0101'],Flemish Government,Evaluation complexity of non Euclidean optimization methods 
383,c9c5b24c-62ce-4811-a996-2386942ff39a,"['0101', '0203', '0206']",Research Foundation Flanders,Improving eardrum surgery by understanding sound power flow in the eardrum through new computer modeling methods 
384,bffd05f1-9bbb-4188-9596-cd8817d97f25,['0402'],not specific,HOOF BASED MULTIPURPOSE ACTIVITY TRACKER FOR EQUINES
385,e5035d6f-f79d-4bfe-8431-8ac4b9a7cac6,"['0501', '0603']",Research Foundation Flanders,Understanding virtual reality through ongoing embodied imagining 
386,0fa49c39-ac3b-452e-9346-fa5708d6a52a,"['0206', '0106', '0104']",Flemish Government,Triple bioassays for dual purpose Doping Control Cancer Research
387,d3fef42a-3b23-4fd1-af2b-57248295f6cc,"['0204', '0502']",Research Foundation Flanders,GOPRESUSE Towards generic optimizations and prospective evaluations for the design of sustainable disruptive process technologies and resource management systems by connecting statistical entropy economic and environmental aspects 
388,d3fe91b3-5ae4-463a-b249-11a92c1b6400,"['0502', '0504']",Research Foundation Flanders,Rights based versus benevolent solidarity in European welfare states the case of food banks and minimum income protection 
389,8deb2692-cecc-444a-96e7-33df1b61ecc4,"['0106', '0302', '0306']",Flemish Government,Investigating the biomarker potential and pathological role of neuronal and bacterial derived extracellular vesicles in ParkinsonUdisease 
390,8b0495a2-b138-4492-8168-215cf9a6b743,"['0601', '0507']",Flemish Government,Mountains Mobility and Memory An interdisciplinary approach to long term patterns in high altitude land use in the Apennines Italy during the Metal Ages
391,f3bc66c6-7f77-4bca-a883-daee5697a1e5,"['0202', '0102']",Flemish Government,Photonic Network on Wafer for Multi Tile GPUs From Architecture to Hardware Implementation
392,5566fa10-808b-4296-96ca-8d6fa6c33c50,"['0103', '0104', '0205']",Research Foundation Flanders,Three dimensional investigation of the atomic structure of MOFs by in situ transmission electron microscopy to understand diffusion and degradation mechanisms
393,17985b65-d705-48de-a13f-4ec47517c7ff,"['0301', '0306']",Research Foundation Flanders,Restoring the balance in coagulation to improve the outcome of Staphylococcus aureus infection
394,f93c0c6d-a879-4521-9489-fbb3e77058c8,['0103'],Flemish Government,Massive star asteroseismology with K and TESS
395,f5a4d670-337f-4e51-96bc-30800ee598d0,"['0303', '0301']",Federal Government,Perinatal depression in pregnant mothers From prevalence to prevention A precision medicine approach within a public health perspective
396,beac9843-5cc8-4565-add7-6f04f1813ded,['0104'],Federal Government,SiONASilicates by Ordered and Non ordered Assembly
397,f33589e6-7082-49a3-8f47-f814b24bb1f2,"['0104', '0103']",Flemish Government,Metal doped carbon clusters as model systems for the chemical storage of hydrogen
398,23ff4bda-d3dc-49d0-b001-218195c77b21,"['0506', '0505']",European Commission,Assessing the impact of Urgent Measures in protecting at risk detainees in Latin America U IMPACTUMU 
399,484faafa-dad3-4364-891d-3af1e5e973ab,['0106'],not specific,What drives cooperation Proximate factors explaining the variability in inequity aversion and prosociality in captive Bonobos 
400,7bdcafb2-d4ff-4bba-a5a7-1e59d191334c,"['0303', '0501', '0502', '0504', '0507']",European Commission,Women Water Watch WwW Mapping water quality from the river to the glass 
401,d48bc0c3-a17a-476f-9959-a6df15ab16b2,['0506'],Flemish Government,PROTRUST 
402,293d8e10-a884-4a12-a207-0742a0e2d590,['0301'],Research Foundation Flanders,Precision genomics in neurodegenerative brain disease from patients to small model organisms and single cells
403,2c0f82a9-545d-48f4-bfad-62700cf042b5,['0501'],Research Foundation Flanders,Psychopathic Personality Among Youth conduct Problems
404,0032e214-ca97-4d8c-a486-a0b52654abdd,['0301'],Research Foundation Flanders,Study of Z RNA in antiviral programmed cell death and immune dysregulation
405,b3a52727-5c13-4bf1-b688-3e54c86fade5,['0106'],Research Foundation Flanders,The role of host microbiome interactions in the efficacy of antimicrobial agents
406,8a8fab80-2e20-4230-9e88-944363342a46,"['0101', '0102', '0501', '0502']",not specific,An Interaction Driven Perspective on Digital Transformation and Managerial Guidelines
407,ea88172e-c8d6-4581-ae6c-c141323a7856,"['0301', '0106']",Flemish Government,Intraneuronal resource allocation a key for functional circuit restoration in the central nervous system
408,1fb40ec1-cc56-473c-a2be-be2f7cc58702,['0102'],Research Foundation Flanders,Vagueness and uncertainty modelling
409,008e7f63-e727-4c8e-98a1-daa80a89f89e,"['0104', '0202', '0205']",Research Foundation Flanders,Microsen Elucidating anti biofouling on nanoporous gold surfaces toward microneedle devices for continuous drug sensing 
410,2e31dc09-6a38-4a1e-99a5-365ddeb85d93,"['0301', '0501', '0603']",Research Foundation Flanders,Emotion and mental imagery 
411,ccfff481-b1b1-47df-aa86-3296fed403c9,['0506'],not specific,Communicating Populism on Social Media Comparing Facebook Communicative Patterns of Parties and Politicians in Taiwan and Germany
412,9c03e28a-e55c-4c05-8c37-36697e5c651f,"['0102', '0501', '0602']",Flemish Government,InterStylar A Stylometric Approach to Intertextuality incentury Latin Literature 
413,8b5d6aec-26d3-4365-95bc-0df8e29c686c,"['0508', '0102']",not specific,Scholarly Communications in the Decentralized Web
414,1caf8594-8aa3-42f9-aac2-ba2192ccdcfa,"['0699', '0601']",Flemish Government,Mapping Ghent phase 
415,058cdc1a-4649-4376-9a5e-7af8e8e8b1c2,"['0106', '0199']",not specific,Developing a multiphysics computational model to support thermosonics for efficient defect visualization
416,be2dddc0-db58-4fca-b931-be6ad114b17f,"['0102', '0106', '0208', '0301', '0303', '0306', '0101']",not specific,Hierarchical Models and Bayesian Structural Equation Models with Application in Health Services Research
417,3ccdd1d6-59f1-405d-bf80-e520697fa88c,"['0106', '0206']",Research Foundation Flanders,HavePhAIth Human phage therapy against the ESKAPE pathogens using AI
418,5d7d4460-9c0e-4dce-bfb1-8e321ca3ad62,"['0104', '0106', '0204']",Research Foundation Flanders,Steering the colloidal state of oat proteins for food foam stabilization
419,f4870dd4-036e-4e06-99e4-b329d5cb4770,"['0501', '0602']",Research Foundation Flanders,Emotion language in context A longitudinal multi modal investigation of meaning making in everyday life and its association with expertise and well being
420,9c5cddac-eb0a-44eb-b332-4dc90ee37919,"['0204', '0205']",Research Foundation Flanders,Zeoliet katalysatoren voor CO reductie naar dimethylether
421,bbb56b33-f532-4f75-a669-4ce085bd8799,['0102'],Research Foundation Flanders,MPC based post quantum zero knowledge proof systems with fast verification
422,3c615563-5e7b-411c-90fc-41d603ba64d7,"['0101', '0102', '0103']",Research Foundation Flanders,Beyond the Treachery of Images training an algorithm to turn astronomical observations into probabilistic models
423,b5c322b2-e600-4e3f-88c4-15e54e9ca314,"['0104', '0106', '0401']",Research Foundation Flanders,Unravelling the impact of sourdough fermentations on the viscoelastic gluten network and the aqueous phase in a wheat wholemeal dough system in relation to gas cell stability
424,b08ad48a-e846-4d12-80ca-1bda96b8f79c,['0602'],Research Foundation Flanders,Biofictions of Border Crossing A World Literature for Outsiders
425,a4427532-cea2-4ef7-aaac-1fbe022c5d58,"['0501', '0503']",Research Foundation Flanders,Rethinking thinking about your thinking Identifying the role of metacognitive monitoring in academic learning through cognitive psychology methods in educational research 
426,4355fe4a-6c38-41f9-9929-66e2849ee95e,['0506'],Flemish Government,Determinants of Candidate Turnover in European Established Democracies with a List PR Electoral System Discovering The Secret Garden of Politics
427,88f1b84d-e739-45b0-9a4e-c555356dd210,"['0302', '0303']",Research Foundation Flanders,MACSiMiSE BRAIN Metformin Add on Clinical Study in Multiple Sclerosis to Evaluate Brain Remyelination And Neurodegeneration
428,6e60ba65-6a0f-4376-a243-0d9dea9910d3,['0501'],Flemish Government,Psychological coping with the legacies of collective violence A multi site qualitative exploration on the interacting role of coping within social community and family relationships after political violence in Per 
429,63568eed-a7e2-400c-bef7-1c2bb3a4214d,"['0306', '0206']",Research Foundation Flanders,Phase spatial beamforming for decoding motion onset visual evoked potentials
430,41e58acd-813a-4a4f-9320-3291ae48db45,['0603'],not specific,The Theological Formation at the Seminary of BrugesBruges in theCentury
431,e02e7477-ecde-4041-9b48-219ef486f8ff,['0101'],Flemish Government,Classification symmetries and singularities at the frontiers of algebra analysis and geometry 
432,c1244c11-0917-452f-ab3a-42ed74ff105b,"['0106', '0208', '0301']",Research Foundation Flanders,Interactive and intelligent cellomics platform 
433,b7bdc6cf-7730-4b09-a0f0-ae05ea769f4b,['0505'],Flemish Government,Extra contractual cost recovery by public authorities
434,6fdb1093-a2d0-4a36-b470-b8fade5a8eb8,['0104'],not specific,Palladium Catalyzed Cascade Cross Couplings towards Complex Heterocycles
435,2e8e34c9-faa7-41ab-838a-33b939ec3142,['0304'],Flemish Government,Environmentally sustainable governance in sports a provider and consumer perspective
436,081dd2fa-ef3c-4137-a92f-c358099d978d,['0501'],Flemish Government,Towards a broader understanding of job crafting A self regulation perspective on crafting in new work contexts
437,4a7ddcc4-57ec-4f75-a749-906d5ee3d301,['0505'],Flemish Government,Legal analysis of the Belgian legal framework on assisted reproductive technologies Embryonic stage teething problems and implantation of an adult legal framework
438,17365ee0-5259-47d4-8553-d6a1c8bab96d,['0502'],Flemish Government,The consequences of incentive program design on employee behavior
439,26276aa1-7dce-443e-bae0-38d58087b0c9,['0202'],Flemish Government,LED and laser diode based illumination systems with a tuneable radiation pattern
440,1a975f00-a45b-4671-99f2-b082d4b04442,['0203'],Flemish Government,Design and Modeling of Inverter Control for Fault Behavior and Power System Protection Analysis
441,b3ee969c-0c1a-43ae-8904-dcc7e44872dd,"['0101', '0102']",Flemish Government,On copula based conditional dependency concepts and global dependency measures
442,29165451-cd0a-4adb-9296-5c4bf5056469,['0205'],Flemish Government,High Performance Polymer and Ductile Metal Fibres to Improve the Translaminar Fracture Toughness of Fibre reinforced Composites
443,c64cb0cc-c1f9-4100-a4aa-e11af81d726c,"['0401', '0502']",not specific,Labelling food for a demand driven transition towards sustainable consumption
444,409452ed-559f-47d7-8148-f8ce003a1bce,['0101'],Flemish Government,Tensor decompositions and Riemannian optimization
445,b082e98d-6475-4b6f-a22f-9c7abbc15b48,"['0101', '0102']",not specific,Symmetry at Many Levels Exploiting Symmetry for Fast Probabilistic Inference and Counting
446,5211f4b3-9abe-498e-8d63-27e87acd6a26,['0104'],Flemish Government,Quantum Rules for Nanoclusters 
447,33ba29e3-3988-4185-adfb-50e614490d5e,['0104'],Flemish Government,Insight into the selectivity of metal substituted polyoxometalates as a novel class of artificial proteases combined experimental and theoretical approach 
448,ac32845a-526d-4c0b-882c-0bb16f3e4ab8,"['0301', '0306']",Flemish Government,Relevance of an altered epithelial function in gastrointestinal and non gastrointestinal disorders
449,aa643849-6303-420f-a0c9-bd5ddadd7a23,"['0401', '0402']",Flemish Government,Host pathogen interactions Leveling the inter individual diversity of the immune system in livestock by add on immunotherapeutics
450,f21d7b45-562d-426a-9fb7-faed937bff0e,"['0304', '0306']",Flemish Government,The INTERACT project CannabINoid recepTors as kEy playeRs in skeletAl musCle plasTicity
451,461cae0f-ba06-4a3b-a876-e3cca4a79682,"['0103', '0104']",Research Foundation Flanders,Advancing photocatalytic water splitting technology by reliable in silico design of the catalysts 
452,f761cd1e-a86c-4cd6-81bb-e178e177178d,['0202'],not specific,Hybrid RF acoustic Ranging for Energy Efficient Indoor Positioning
453,d23889dc-201a-48ae-86cd-92e3aed155ec,['0202'],not specific,DC Grid Protection Aware Planning of Offshore HVDC Grids
454,7e1b3ea9-8ffa-4f32-8beb-7f6b36f75dfb,"['0202', '0299']",not specific,Advancing the Mechanisms and Use of Practical Secure Multiparty Computation
455,a82a9ac5-8093-44ae-9b22-52433016d441,['0205'],not specific,High Volume Replacement of Cement by Non Ferrous Metallurgy Slag and Impact of Limestone Fineness and Grinding Aids
456,5012aa17-6824-4a03-841a-cfe2f2c859f1,['0604'],not specific,Brothers in Spirit Czerny and Liszt interpreting Beethoven
457,6e7ebb1d-2835-4f10-8451-94e4f8f9dc62,"['0306', '0301']",Research Foundation Flanders,An integrated approach to unravel eosinophil function in chronic eosinophilic disorders
458,1fedca61-c519-4512-b3c2-de175b2e0d2d,"['0203', '0101', '0204']",Research Foundation Flanders,Turbulence closure models for plasma edge simulations of magnetically confined fusion reactors 
459,0b29d4d8-a1b8-454c-a099-e34390fc99f6,['0202'],not specific,Uncertainty Estimation in Machine Learning Applications in Neural Network Compression and Calibration
460,5465fc4d-b0e4-47e6-89be-b4cff2c77bf1,['0301'],not specific,The role of fetal brain magnetic resonance imaging in current fetal medicine
461,d5c2e669-c016-4eb6-8b3b-c48470df8727,['0604'],not specific,Mediation and object specific creative processes inexperimental sound practices
462,acbe6303-90ab-4b98-93e3-3f396e500d46,['0604'],not specific,Composing with piezoelectric microphones
463,a8febed4-a5c9-499b-b418-e7f661369e7e,['0604'],not specific,Beethoven and his Foreign Pianos Declassifying the Classics Project One
464,9204e663-525d-41b4-a08c-568615280dae,['0604'],not specific,Declassifying the Classics Rhetoric Technology and Performance 
465,c20b15fa-7aa8-4b09-acc9-f6ca417496d0,"['0504', '0604']",not specific,Time and Technology in BeethovenPiano Sonatas
466,1f14806f-b163-467c-9f21-acaa69b4677a,['0604'],not specific,Re Writing for the Salon The Practice of Arrangement for Accompanied Piano in theFirst Half of the Nineteenth Century
467,5c621c14-7dea-4bd3-9359-4b036b5576d8,"['0603', '0301', '0505']",not specific,Ageism in Prison
468,a59cf5d4-c573-4ee2-a0f8-c9b0ae7daa86,['0503'],not specific,ALO Adult Learners Online Blended and Online Learning in Adult Education and Training ALO 
469,658cc06b-ba1d-4b28-bedc-d340cffd5fd2,['0301'],not specific,The impact of chromosomal abnormalities in hPSC derived retinal pigmented epithelial cells
470,5e88c814-8e49-4ab3-afb8-29a88d904870,['0505'],European Commission,Legality Attentive Data Scientists
471,b5e4e2eb-c3ed-455d-b346-9c757865e0c5,['0205'],Research Foundation Flanders,Additive Manufacturing for Self Healing Robotics
472,0e69dd73-cd55-46f6-9773-d54a6873b4cb,"['0305', '0304', '0303']",not specific,Can food additives cause liver damage A mechanistic in vitro modelling study 
473,617640cf-7111-4860-b0fa-8a95ec0543ce,['0301'],not specific,Developing and evaluating innovative interventions to improve Advance Care Planning ACP towards a comprehensive multistakeholder model
474,73801390-f4dd-4739-89f9-413849c0b76a,"['0305', '0104']",not specific,Combination of Molecular Dynamics and Quantitative Structure Enantioselective Relationships QSER models to elucidate enantiorecognition mechanisms on polysaccharide and antibiotic based chiral selectors
475,b84a3b3e-b784-4b7d-bcd2-fa3deb3c9ce0,"['0303', '0301']",Research Foundation Flanders,Trajectories of social connection and their relation with end of life outcomes of older people with cancer International populationbased study and longitudinal feasibility study
476,b092d218-eb82-4749-9370-91dd140b8777,['0103'],not specific,Uncovering the higher symmetries of quantum fields and branes
477,01dae41a-dc51-4800-a880-30ceb4e8b660,['0508'],not specific,EDMO Belux Belgium Luxembourg Research Hub on digital Media and Disinformation
478,4cc18267-1b93-425f-a9ed-f4901b122299,['0103'],not specific,Quantum complexity quantum entanglement and the emergence of spacetime
479,a44c13fb-bfdf-4664-897e-5f77259e30c4,['0202'],not specific,OOI Project ECSEL HiEfficient
480,f11d7e32-79fb-47c6-b8ca-80c3f802fc29,['0103'],not specific,New physics in interplay with top quarks bump hunting in topquark pair production with two additional quarks at the CMS experiment
481,f9a917f3-b51e-4875-8ba0-10b50e8e2ef2,['0201'],not specific,PHD Savebxl From demolition to preservation A paradigm for building in Brussels
482,1dfcace6-2632-4884-8a39-7741b6f77544,"['0104', '0204']",Flemish Government,BruChrom Breaking Boundaries in Chromatography
483,d522ea07-19b3-4042-882e-445e5bf2bd7d,['0503'],not specific,SRP Groeiers Socially inclusive ICT based adult learning
484,c6d32dbf-348b-4486-8f13-8a34c0a48fe7,"['0104', '0301']",Research Foundation Flanders,Understanding the structure function and mechanism of Synaptojanin in the context of neurological disease
485,377490ac-0743-47dd-add9-74234fb415fc,"['0103', '0301', '0204']",not specific,The optical nanomotion detector a microfluidics based instrument to search for extra terestrial life human microbial infections and habitat contaminations in space
486,df427c5a-4e69-4065-ad69-6b6a95e65c09,['0602'],not specific,Metaphors learners live by metaphoric anaphora resolution in L Spanish
487,5f26dfc1-823b-4c39-85a5-06a1c2dedfc9,"['0102', '0105', '0201', '0202']",not specific,Deep learning for quality control of crowdsourced data and seamless weather forecasting 
488,88295dd8-1e3a-4fab-97c1-db8e18dc9264,['0201'],Flemish Government,IOF POC Project SMART TOWERS Low cost IOT monitoring solution combined with a cloud data platform for structural integrity monitoring of civil structure such as transmission towers 
489,1c82ed1d-bc6a-4f4a-ba07-5d066d036778,"['0501', '0603']",not specific,Responses to NewtonMathematical Experimental Paradigm inCentury Philosophy
490,e04d95ce-e7ad-4dbb-9e71-bf2db172e062,"['0301', '0304']",Research Foundation Flanders,Can months strength training counter chronic low grade inflammation and improve immune function in older persons 
491,e07d0a59-7dd8-47e8-82c3-5b292b200c9e,"['0201', '0505', '0601', '0604']",not specific,Construction History Above and Beyond What History Can Do for Construction History
492,c80a4e32-c7d4-4ca2-9af0-946204295139,"['0301', '0106', '0305']",Research Foundation Flanders,deCiphering bacterial peRsIsTence of Individual Cells down to Atomic Level
493,a28e2a2b-adc7-4ba2-af39-9449794ca9b7,"['0105', '0208', '0103']",Research Foundation Flanders,CycloNet European Cyclostratigraphy Network
494,ce1c82df-e836-4b38-99f5-d376e8e03269,['0203'],Flanders Innovation & Entrepreneurship,EMerging TECHNOlogies inMultiport Systems forEnergy Efficient Drivetrains
495,cde7c0d5-d296-4499-bc05-dfb544f3bca1,['0301'],Flemish Government,The Exploration Exploitation Dilemma as Tool for Studying Addiction
496,c4deb017-e97c-4db0-be67-6afffca118c2,"['0306', '0106', '0301']",Research Foundation Flanders,Prepared for SARS CoV advancing our understanding of SARS coronavirus antigenic and pathogenic evolution
497,0c368ede-8c11-4557-985c-4356a85f467f,['0604'],not specific,Before Sound Re Composing Material Time and Bodies in Music
498,451e2eba-9d5b-4880-b1a6-614dc6ceeb19,"['0303', '0503']",not specific,Diagnosing Urinary Tract Infections in children Value of signs symptoms and point of care tests in primary care 
499,9a13f576-f94f-4f18-b629-01e809a664bd,"['0102', '0202', '0206', '0208', '0101']",Research Foundation Flanders,Multi modal signal processing algorithms for extraction of coupled sources in combined audio and EEG recordings 
500,de437297-3ffd-4946-b07c-952f0b9772e0,['0604'],not specific,MusicExperimentX Transdisciplinary Encounters in and Beyond Music
501,69e1aca0-0f13-49eb-98d9-f290ff8bb54f,"['0202', '0203']",not specific,Reinforcement Learning with Knowledge Transfer for Residential Demand Response
502,42bf0197-9176-4862-9928-da761d03de7d,['0502'],Research Foundation Flanders,Essays on work life balance and job related ICT use 
503,c351063c-ed65-4478-8118-e322b4f3d602,"['0202', '0203']",not specific,mmWave PA Design for the Next Generation Communication Networks in nm FD SOI
504,7e35ea65-2450-4e23-a33d-e18b7f970c08,['0503'],not specific,Peyotl Integrating Extended Piano Techniques in Repertoire for Children
505,ec9c23b6-6b8e-4954-a9dd-13497caeb418,['0604'],not specific,HIPEX Historical Performance Practices of Experimental Music
506,11232cb6-98c4-4fc7-b190-966ce551eb10,['0299'],Flanders Innovation & Entrepreneurship,SPICY Sugar bases chemicals and Polymers through innovative Chemocatalysis and engineered Yeast
507,e1581b04-d69a-4000-8f0a-4eb413609b7d,"['0604', '0208']",not specific,MetamusicX Artistic research on hypermusic geomusic algorithmic composition andblockchain
508,45cb10cd-930f-4b11-bc38-7ee791d103f0,"['0604', '0208']",not specific,Music Thought and Technology
509,de80685d-44c1-40ae-b510-39b36e6104fa,"['0604', '0508']",not specific,Resounding Libraries Unfolding Archived Knowledge Through Artistic Research 
510,f5f000b7-2737-450c-8e4a-cb531e26731d,['0301'],Research Foundation Flanders,Taking IBD Genes from GWAS to Function to Drug Target
511,d14766d9-6181-4838-830e-ccdb4a50e06f,['0505'],not specific,Goal Regulation and Experimental Regulation in Environmental and Spatial Law
512,62e41f08-1edb-4f83-b053-3f61a7af9549,"['0302', '0501']",Flemish Government,A multi modal approach to study C orf mediated disease
513,359fb665-8f59-4b4a-9341-a6834ee2037f,"['0205', '0201']",Research Foundation Flanders,Nano chemical treatment of wood for enhanced fungal and fire resistance
514,4cc57521-6728-40dc-a272-909ea1540f20,['0501'],not specific,Chunking in rhythm production and perception
515,5fa5a1df-67d4-4914-9dbb-e15ce7c44992,['0504'],not specific,Emotional Interactions in Couples A Comparison Between Belgium and Japan 
516,c06106b9-a58a-4003-bb3b-496d65d8a77e,"['0207', '0205', '0301']",Research Foundation Flanders,White light laser based confocal fluorescence lifetime imaging microscope for multi parameter D live imaging
517,bff8cb50-9c20-47a8-a718-ab7f9c63552b,"['0302', '0301', '0306']",Research Foundation Flanders,Better estimates of hormonal exposure to improve diagnosis and treatment in endocrine diseases BEED ED 
518,afc8e154-f424-4d96-af7c-b514f29d37a6,['0202'],Research Foundation Flanders,Context Aware Millimeter Wave Network for Interactive Virtual and Augmented Reality
519,a0f06296-8beb-4314-9c20-cd0c6bf6f60d,"['0301', '0304', '0306', '0106']",not specific,Transplantation of spermatogonial stem cells into genetically infertile male mice
520,3ee1f942-6f8d-4169-9f3f-edd19683dacf,['0301'],Research Foundation Flanders,Genetic dissection of the immune pathways that cause Aicardi Gouti res Syndrome 
521,49cc2b82-928d-4216-a103-656c56f96424,"['0301', '0106', '0305']",Research Foundation Flanders,Cell Death Regulation and Role in Infection and Inflammatory Diseases
522,be882708-5e8e-4a59-9ddf-68b03ba891a7,"['0106', '0301']",Research Foundation Flanders,Harnessing tumor acidosis and immunogenic ferroptosis for an innovative treatment of peritoneal carcinomatosis with PUFA loaded nanovesicles
523,89edb058-5bc0-4ba5-9119-18603b1f7dd9,"['0201', '0604']",Flemish Government,On the Fragility of Empathy Drawing as Empathic Musing
524,e7dc7d32-c840-45f0-a3db-8bb4b1e2349f,"['0601', '0604']",Flemish Government,BOF Sabbatical Kurt Vanhoutte 
525,61e769a9-38e1-4cd6-b490-d6e6f21e376d,['0504'],not specific,School based psychosocial care for refugee and migrant young people A mixed method exploration of the role of schools and school based psychosocial interventions in shaping well being and relational processes of post trauma reconstruction 
526,f8888512-f213-4559-82c4-be5e65a578b1,['0301'],Research Foundation Flanders,Host microbe interaction in intestinal homeostasis unravelling the mechanisms involved in the onset of multiple inflammation related diseases
527,7447f493-f7c7-4750-93c2-2f0e53e45b4f,['0106'],Flanders Innovation & Entrepreneurship,Exploring the potential of probiotherapy for oral and armpit applications 
528,ba343bf0-eb51-4a48-a04b-7af42561477a,['0202'],not specific,III V on Si Nano ridge photodiodes for SWIR applications
529,a6c9a50e-12ae-4c9d-805b-bb3a4b2cbbc7,"['0302', '0305', '0205', '0103']",Research Foundation Flanders,Light for life high contrast multimodal medical imaging using inorganic fluorophores
530,fa985b73-376b-4850-9685-12e0feba447e,"['0602', '0501']",Research Foundation Flanders,Effects of second language acquisition on cognitive development A longitudinal study
531,dd8657cb-3635-44cc-bc9e-ea65dcc94dd4,"['0106', '0301', '0306', '0401']",Flemish Government,Mining the Musa biodiversity for drought tolerance allele discovery via integrated phenomics proteomics and transcriptomics
532,d1023f40-dbe0-42ba-9b87-c272860a1196,['0302'],not specific,Analysis of strain targeted cardioprotection by speckle tracking echocardiogram in a longitudinal cohort of people living with HIV
533,fc5703b0-62d2-408b-8a48-5054c7f6c768,"['0203', '0299', '0104', '0106', '0301', '0306']",Research Foundation Flanders,Area selective deposition a bottom up approach for the fabrication of nano electronic devices
534,fadf53a2-4b57-4080-9006-8848016e5c4b,"['0301', '0304', '0306', '0501']",not specific,The neural basis of social cognition in health and neuropsychological disorders
535,192e7031-32c3-49e2-8f3e-ba8930d58586,['0202'],European Commission,Optimization of QP steels designed for industrial applications
536,6188568c-bcbf-42fb-bd4a-efcbbf676d51,"['0207', '0401']",not specific,Capturing the potential of gene editing for a sustainable bioeconomy
